title,authors,year,venue,doi,url,citation_count,semantic_scholar_id,fields_of_study,s2_fields_of_study
Emergent AI Surveillance: Overlearned Person Re-Identification and Its Mitigation in Law Enforcement Context,"An Thi Nguyen, Radina Stoykova, Eric Arazo",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36680,https://www.semanticscholar.org/paper/7771fb7dee99c9c82204f15f1f92e1736de426e6,0,7771fb7dee99c9c82204f15f1f92e1736de426e6,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
What Are Chatbots’ Stereotypes About? A Data-Driven Analysis of Large Language Models’ Content Associations with Social Categories,"Gandalf Nicolas, Aylin Caliskan",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36682,https://www.semanticscholar.org/paper/923cf45627ce31757d56362529a3eb5576b8acc0,1,923cf45627ce31757d56362529a3eb5576b8acc0,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}]"
Into the Void: Understanding Online Health Information in Low-Web Data Languages,"H. Nigatu, Nuredin Ali Abdelkadir, Fiker Tewelde, Stevie Chancellor, Daricia Wilkinson",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36683,https://www.semanticscholar.org/paper/1bc961427b41b144e94ffabc1f024858cfa4e79a,1,1bc961427b41b144e94ffabc1f024858cfa4e79a,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]"
Towards Automating Deliberation? The Idea of Deliberative Democracy Embedded in Google’s Habermas Machine,Nicolás Palomo Hernández,2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36687,https://www.semanticscholar.org/paper/703c311ac0e86fee8a2adc22a214c2e94bd984f1,0,703c311ac0e86fee8a2adc22a214c2e94bd984f1,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}]"
“One of Silicon Valley’s Most Divisive Topics”: How the Media Discusses Openness in AI,"Tamara Paris, Jin L.C. Guo, AJung Moon",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36688,https://www.semanticscholar.org/paper/0bce2d64e84c7be1856cc67a29b51d9bf70bfdfa,0,0bce2d64e84c7be1856cc67a29b51d9bf70bfdfa,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}]"
Perceived Risks and Benefits of Disclosing ADHD to AI-based Educational Technologies: Semi-structured Interviews,"Oriane Pierrès, Alireza Darvishy, Markus Christen",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36693,https://www.semanticscholar.org/paper/5f4e718f6118374c01b6fe5cc4d6f3236da38cdb,1,5f4e718f6118374c01b6fe5cc4d6f3236da38cdb,,"[{'category': 'Education', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Against AI Jurisprudence: Large Language Models and the False Promises of Empirical Judging,"Dasha Pruss, Jessie Allen",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36695,https://www.semanticscholar.org/paper/6ff922a4fe5a3dc47b8e6b494e0e93cabb3dbd5c,1,6ff922a4fe5a3dc47b8e6b494e0e93cabb3dbd5c,,"[{'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
"The Case for ""Thick Evaluations"" of Cultural Representation in AI","Rida Qadri, Mark Díaz, Ding Wang, Michael Madaio",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36696,https://www.semanticscholar.org/paper/0a72da734ddd507a88d83d769687e05cdae5cbcb,13,0a72da734ddd507a88d83d769687e05cdae5cbcb,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
"Same Stereotypes, Different Term? Understanding the “Global South” in AI Ethics","Evani Radiya-Dixit, Angèle Christin",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36697,https://www.semanticscholar.org/paper/21033c0cd2b75f759cc850a622bc299950cee211,2,21033c0cd2b75f759cc850a622bc299950cee211,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
Assessing Human Rights Risks in AI: A Framework for Model Evaluation,"Vyoma Raman, Camille Chabot, Betsy Popken",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36699,https://www.semanticscholar.org/paper/2eac3c58b0f8df228c4b777a5586ab4ea6befb3d,0,2eac3c58b0f8df228c4b777a5586ab4ea6befb3d,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
Disclosure and Evaluation as Fairness Interventions for General-Purpose AI,"Vyoma Raman, Judy Hanwen Shen, Andy K. Zhang, Lindsey A. Gailmard, Rishi Bommasani, Daniel E. Ho, Angelina Wang",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36700,https://www.semanticscholar.org/paper/825d86321801db0867bab2a2441d6cb112e9bf79,1,825d86321801db0867bab2a2441d6cb112e9bf79,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
Principles and Policy Recommendations for Comprehensive Genetic Data Governance,"Vivek Ramanan, Ria Vinod, Cole M Williams, Sohini Ramachandran, Suresh Venkatasubramanian",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36701,https://www.semanticscholar.org/paper/661a790f1315b2c5920ef0b3cf664e2b94fccd38,1,661a790f1315b2c5920ef0b3cf664e2b94fccd38,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}]"
Unravelling Responsible AI: An Umbrella Review,"Gisela Reyes-Cruz, Elvira Perez Vallejos, Pepita Barnard, Eike Schneiders, Marisela Tachiquin, Dominic Price, Damian Eke, Liz Dowthwaite, Aislinn Gomez Bergin, Virginia Portillo, Joel E. Fischer",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36704,https://www.semanticscholar.org/paper/7cba32b219368e42d9d1555fac0934a2dfee9860,1,7cba32b219368e42d9d1555fac0934a2dfee9860,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
"Measuring What Matters: Connecting AI Ethics Evaluations to System Attributes, Hazards, and Harms","Shalaleh Rismani, Renee Shelby, Leah Davis, Negar Rostamzadeh, AJung Moon",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36706,https://www.semanticscholar.org/paper/7289cd9e446b1ded6006adc1221659b4a11cae0a,2,7289cd9e446b1ded6006adc1221659b4a11cae0a,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
"Responsible AI Practices: Histories, Definitions, Barriers and Future Directions",Lorenn P. Ruster,2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36708,https://www.semanticscholar.org/paper/db61bda035c3784f2edc0e51927068faa59075e0,0,db61bda035c3784f2edc0e51927068faa59075e0,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]"
Beyond “Fairness”: Rethinking the Use of Algorithmic Predictions in Criminal Justice,Tashmia Sabera,2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36709,https://www.semanticscholar.org/paper/94eb358a2ebc53fecf94d7bf27b6021793587dd8,0,94eb358a2ebc53fecf94d7bf27b6021793587dd8,,"[{'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Collective Agency in Art-making: Towards Community-centric Design of Text-to-Image (T2I) AI Tools,"Abdullah Hasan Safir, Noshin Tahsin, Pratyasha Saha, Dipannita Nandi, Zulkarin Jahangir, Cecily Morrison, Syed Ishtiaque Ahmed, Nusrat Jahan Mim",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36710,https://www.semanticscholar.org/paper/178814b741b8fd2d0b8958e322ab094a43e1f6eb,0,178814b741b8fd2d0b8958e322ab094a43e1f6eb,,"[{'category': 'Art', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]"
From Big Data to Valued Data: A Dataset Value Taxonomy for AI-Native Empirical Research,"Scott Seidenberger, Anindya Maiti",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36715,https://www.semanticscholar.org/paper/573dc3d935012754d4c5183249f1d644c328f4f1,0,573dc3d935012754d4c5183249f1d644c328f4f1,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}]"
Moral Agents Unlike Us (Extended Abstract),Jen Semler,2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36716,https://www.semanticscholar.org/paper/87f6460eee91074044f8e9fc4e028c62c87c00ee,0,87f6460eee91074044f8e9fc4e028c62c87c00ee,,"[{'category': 'Philosophy', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Laissez-Faire Harms: Algorithmic Biases in Generative Language Models (Extended Abstract),"Evan Shieh, Faye-Marie Vassel, Cassidy R. Sugimoto, Thema Monroe-White",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36722,https://www.semanticscholar.org/paper/a9923914397805861b76c08e1ed9c57f85b7c82b,0,a9923914397805861b76c08e1ed9c57f85b7c82b,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Linguistics', 'source': 's2-fos-model'}]"
Biased AI Outputs Can Impact Humans’ Implicit Bias: A Case Study of the Impact of Gender-Biased Text-to-Image Generators,"Mattea Sim, Natalie Grace Brigham, Tadayoshi Kohno, Tessa E. S. Charlesworth, Aylin Caliskan",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36723,https://www.semanticscholar.org/paper/8a6e9baf0b43d3f7b1ca649f2cb1aff1589ff2c3,0,8a6e9baf0b43d3f7b1ca649f2cb1aff1589ff2c3,,"[{'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Epistemic Destabilization: AI-Driven Knowledge Generation and the Collapse of Validation Systems,Bhavya Singh,2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36724,https://www.semanticscholar.org/paper/98383bd8de7c413c2148ffe05878bf121e699744,1,98383bd8de7c413c2148ffe05878bf121e699744,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
The Silicon Sovereignty Paradox: Navigating Fluid State-Corporate Power Dynamics in the Age of AI,"Maanya Singh, Anka Reuel",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36725,https://www.semanticscholar.org/paper/975437b263578a21704767bbbd1b4a5383867d50,0,975437b263578a21704767bbbd1b4a5383867d50,,"[{'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Business', 'source': 's2-fos-model'}]"
Making Bodies: Assumptions in the Design and Validation of Motion Capture Technology,"Mona Sloane, Abigail Z. Jacobs, Emanuel Moss",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36726,https://www.semanticscholar.org/paper/6ed9c430671380841ef49cad3bcab8aac1cd7cfa,0,6ed9c430671380841ef49cad3bcab8aac1cd7cfa,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]"
Investigating Political and Demographic Associations in Large Language Models Through Moral Foundations Theory,"Nicole Smith-Vaniz, Harper Lyon, Lorraine Steigner, Ben Armstrong, Nicholas Mattei",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36727,https://www.semanticscholar.org/paper/7424d621d1aa7792d4208d960dd380b46fe72728,1,7424d621d1aa7792d4208d960dd380b46fe72728,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
From Sandbox to Laboratory: Refractive and Ethical Human / AI Knowledge Co-Production Through Game-ful Research Practices,Lea Stöter,2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36728,https://www.semanticscholar.org/paper/d3174f53c2d052b9254aa7e075e159be22706d86,0,d3174f53c2d052b9254aa7e075e159be22706d86,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}, {'category': 'Education', 'source': 's2-fos-model'}]"
Beyond Proxy Variables: Extending Refugee Allocation Algorithms for Equitable Predictions,"Clara Strasser Ceballos, Marcus Novotny, Christoph Kern",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36729,https://www.semanticscholar.org/paper/678fa6701b98aa5f345b1d761bd7b21b02ea92dd,0,678fa6701b98aa5f345b1d761bd7b21b02ea92dd,,"[{'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Modeling Strategic Risk in School Choice: A Case for Transparent Design,"Mayesha Tasnim, Paul Verhagen, T. Blanke, Erman Acar, S. Ghebreab",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36731,https://www.semanticscholar.org/paper/86a2614b350c101a51354985d4f308c46b54d578,0,86a2614b350c101a51354985d4f308c46b54d578,,"[{'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Education', 'source': 's2-fos-model'}]"
A Multidimensional Approach to Ethical AI Auditing,"Sónia Teixeira, Atia Cortés, D. Thilakarathne, Gianmarco Gori, Marco Minici, Monowar Bhuyan, Nina Khairova, Tosin P. Adewumi, Devvjiit Bhuyan, Jack O'Keefe, C. Comito, João Gama, Virginia Dignum",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36732,https://www.semanticscholar.org/paper/836b6c1da3e0f98b0e14aa358b45ceb101ed82b9,0,836b6c1da3e0f98b0e14aa358b45ceb101ed82b9,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}, {'category': 'Law', 'source': 's2-fos-model'}]"
Agents Without Agency: Anthropological and Sociological Lessons for Contemporary AI Research and Policy,"Greta Timaite, Michael Castelle",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36733,https://www.semanticscholar.org/paper/76739102696688ddceaf7782fbefb7478a8d246d,1,76739102696688ddceaf7782fbefb7478a8d246d,,"[{'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Who Foots the Bill? State-Backed No-Fault Compensation for Experimental Harms in Artificial Intelligence Regulatory Sandboxes,Ha-Chi Tran,2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36734,https://www.semanticscholar.org/paper/3208f24c332d5f572457c404650719217741cc18,2,3208f24c332d5f572457c404650719217741cc18,,"[{'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Participatory AI and the EU AI Act,"Chiara Ullstein, Simon Jarvers, Michel Hohendanner, Orestis Papakyriakopoulos, Jens Grossklags",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36737,https://www.semanticscholar.org/paper/7215cc52c59008394be397f4f831905d2835ff73,0,7215cc52c59008394be397f4f831905d2835ff73,,"[{'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}]"
Fairness-Aware Post-Processing in Supervised Classification: L1/L2 Norm and Optimal Swapping Methods,"Flore Vancompernolle Vromman, Sylvain Courtain, Pierre Leleux, Marco Saerens",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36738,https://www.semanticscholar.org/paper/6a44eb30a3308ca004f9d9399d8b97493b86c631,0,6a44eb30a3308ca004f9d9399d8b97493b86c631,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Mathematics', 'source': 's2-fos-model'}]"
Can Improved Data Representation Support AI for Health Equity? A Visual Approach,"S. Vethman, Jildau Bouwman, Cor J. Veenman",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36740,https://www.semanticscholar.org/paper/a4bcab5e99c169ae231112356c21538bf2ce7c5e,0,a4bcab5e99c169ae231112356c21538bf2ce7c5e,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]"
Exclusive Flux: A Review of Flux’s Generation of LGBTQ+ Couples,"Lynn Vonderhaar, Kayla Taylor, Jennifer Wojton, Omar Ochoa",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36741,https://www.semanticscholar.org/paper/73191f928100bca77674109df6ab5a4fe70b8963,0,73191f928100bca77674109df6ab5a4fe70b8963,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]"
